query	label
so i keep cool but in the back of my mind i 'm like did des hoes just come on my mf porch like ik dem	invalid
can i opt out of receiving communications from movielakay.com	invalid
i want to apply for new physical debit card asap	txn-productapply
add money in my dth using master card credit card ending with 6611	txn-recharge
i want you i need you i love you lyrics	invalid
can i have to get a chance	invalid
it is required to be signed by advocate on record	invalid
how to transfer a rug hooking pattern	invalid
where is the understanding	invalid
please guide in updating the account ending with 3275	txn-accountupdate
you see these two pussies jason capuano nd jason cousins taking chit on the gram but ai n't about that http://t.co/ipynkaqufz	invalid
how to make a beach bum cocktail	invalid
how to prevent heat stress	invalid
if you need how to use it	invalid
need to know was	invalid
nobody cares about kirk bosley noi care bout my cousin hoe http://t.co/k1olu522ft	invalid
how to make an easy sponge cake	invalid
my name is stefanie ... stefaniefuck u hoe	invalid
which post has delivered pin now	qry-statusenquiry
i been way to consistent on niggas i 'm have to drop some trash to get appreciated	invalid
invest in some curtains bitch	invalid
how to make a butterfinger cocktail	invalid
cause i said so and dident do shit to u	invalid
increase international limit for my amex credit card number ends with 5182	txn-cardsettings
there has been a significant change in the perceptions of asian americans	invalid
I am trying to check my balance for my payday loan	qry-balanceenquiry
how to make a composite longbow	invalid
mimi so proud to be a hoe	invalid
what is my cds account number	qry-accountenquiry
what is the benefit of 3-d secure authentication	faq
i prefer to schedule regular payment all months for my gym through rtgs	txn-moneymovement
help me change the daily purchase limit of my debit card	txn-cardsettings
i want amortization statement for the account ending with 06144577	qry-transaction-history
no matter where you go there 's always an asshole wearing a yankees cap http://t.co/tbgyikpv1e	invalid
this little bastard comes unto spinelli 's all the time just to do his little wigger rap thinh and try to say it at me like i 'm gonna die	invalid
i would like to know current account name	qry-accountenquiry
how to make a penis dummy	invalid
help me find the balance of my instalment loan account	qry-balanceenquiry
i want to get the last thing in my career right	invalid
how is it similar	invalid
show all my transaction which was debited on 28-08-2003 from my checking account	qry-transaction-history
if you want to know how to persuade your parents to get a	invalid
give me the details of fees cum charges associated with my debit card	qry-accountenquiry
they 're all in your head take your haloperidol and put on your aluminum foil helmet like a good boy	invalid
if so you are probably a racist if not i 'm sorry orz	invalid
you do not need to write a motivation	invalid
rt this hoe just dm 'd me sayin never give up in your dreams ... fuckin fortune cookie ass hoe fuck out my dm 's	invalid
want to log in for due date enquiry	qry-accountenquiry
how to make a black russian cocktail	invalid
tell me the statement date of my credit card	qry-accountenquiry
would there be any charges to check if credit card bill is already paid	faq
please shoot yourself please put yourself out of your misery either shoot or hang yourself you depressed freak	invalid
i want amortization statement	qry-transaction-history
old cunt needs to die	invalid
how to make fudge	invalid
hi i would like to ask when is the deadline and what are the other guidelines for this competition	invalid
you know me al	invalid
how to make hair conditioner	invalid
it has been used	invalid
tell me the total disbursed vehicle loan amount	qry-balanceenquiry
i understand but stop venting on this bitch you give to much insight in to your life these people do n't deserve that	invalid
need to add rupees 6067 to the balance of 8295367681936 tata sky using signature current account 8954	txn-recharge
i will have to find the interest rate on my mortgage	qry-accountenquiry
how to use mail drop	invalid
i want to view details of my transaction history for account ending in 671645	qry-transaction-history
how to talk to a suicidal friend	invalid
what sort of equipment would i need to do something like that	invalid
no need to be	invalid
can you please tell me where you got this theme	invalid
prefer to transfer fortnight thrice	txn-moneymovement
could you show me all the inward rejects from 23-12-2077 to 11-10-41 immediately	qry-transaction-history
you do not need to focus most cameras	invalid
time for bed peace bitches	invalid
how to track the progression of labor	invalid
how can i get it there	invalid
it can be used to scare children	invalid
i want to apply for recurring deposit in your bank	txn-productapply
tell me the estatement for plastic number 68557293696292 for later than 30-02-2029 earlier than 25-03-2066	qry-transaction-history
i require to download checking account mini statement in pdf format right now	qry-transaction-history
that awkward moment when igotdrunkand you 're still an ugly hoe	invalid
with how much amount did i renew my deposit certificate	qry-checktransaction-details
what are the various kinds of web site hosting	invalid
make repayment for the starting credit card bill instalment	txn-cardsettings
i need to replace my blocked card	txn-productapply
i alos like to ass fuck men ... and swallow mens cumand any animals i.e horses dogs sheep ect	invalid
what is a foreign currency fixed deposit	faq
locate all branches close to me	qry-atmbranchlocator
i have to find my car loan id immediately	qry-accountenquiry
step up in the club smoothly with the l in my hand bitches know i 'm a freak like the elephant man	invalid
i will hunt you down and kill you you useless piece of shit	invalid
pay bill to Metropolitan Utilities District	txn-moneymovement
like who let em bring da heat in dis bitch .. linkup bro	invalid
show my date of birth registered with my roth ira number ending with 3008	qry-accountenquiry
